"ID";"ENSEIGNE";"NUMERO ET LIBELLE DE VOIE";"COMPLEMENT";"CODE POSTAL";"COMMUNE"
6724;"Le Saint Yves";"2 rue de brest";;"29860";"BOURG-BLANC"
6725;"Tabac";"10 rue saint michel";;"29190";"BRASPARTS"
6726;"Le Calumet";"38 rue d aiguillon";;"29200";"BREST"
6727;"La Civette";"27 rue de lyon";;"29200";"BREST"
6728;"L'hebdo";"163 rue jean jaures";;"29200";"BREST"
6729;"L'iroise";"52 rue victor eusen";;"29200";"BREST"
6730;"Tabac";"7 grand place";;"29510";"BRIEC"
6731;"Quai 21";"21 qu toudouze";;"29570";"CAMARET-SUR-MER"
6732;"Tabac";"place de la liberation";;"29660";"CARANTEC"
6733;"Le Coup De Tabac";"4 rue du kreisker";;"29150";"CAST"
6734;"Tabac";"1 bis rue general de gaulle";;"29520";"CHATEAUNEUF-DU-FAOU"
6735;"Tabac";"2 place charles de gaulle";;"29233";"CLEDER"
6736;"Tabac";"22 rue de lannevain";;"29360";"CLOHARS-CARNOET"
6737;"Tabac";"3 rue de la gare";;"29190";"CLOITRE-PLEYBEN"
6738;"Les Brumes";"8 place de l'eglise";;"29450";"COMMANA"
6739;"Tabac";"58 avenue alain le lay";;"29900";"CONCARNEAU"
6740;"Le Cafe Creme";"7 avenue pierre gueguin";;"29900";"CONCARNEAU"
6741;"Tabac";"19 rue lieutenant jourden";;"29217";"CONQUET"
6742;"Glazik Bar";"bourg";;"29370";"CORAY"
6743;"Le Camelot";"1 rue charles levenez";;"29160";"CROZON"
6744;"Le Vincennes";"2 route de brest";;"29460";"DAOULAS"
6745;"Bar Des Sports";"12 place de l'eglise";;"29150";"DINEAULT"
6746;"Le Bar D'ailleurs";"3 rue jean bart";;"29100";"DOUARNENEZ"
6747;"Tabac";"grand place";;"29370";"ELLIANT"
6748;"Tabac";"19 rue du general de gaulle";;"29580";"FAOU"
6749;"Tabac";"1 rue du port";;"29940";"FORET-FOUESNANT"
6750;"Tabac";"24 rue de cornouaille";;"29170";"FOUESNANT"
6751;"Le Tomtip";"34 place des fusilles";;"29850";"GOUESNOU"
6752;"Ar Sterenn";"1 rue karreg an tan";;"29190";"GOUEZEC"
6753;"Tabac";"30 rue du general de gaulle";;"29650";"GUERLESQUIN"
6754;"Tabac";"58 rue de la marine";;"29730";"GUILVINEC"
6755;"Le Sezny";"1 rue saint sezny";;"29249";"GUISSENY"
6756;"L'hermine";"7 rue de la mairie";;"29460";"HANVEC"
6757;"La Grotte";"25 rue des cendres";;"29690";"HUELGOAT"
6758;"Tabac";"bourg";;"29259";"ILE-MOLENE"
6759;"La Maison Blanche";"12 place de l'eglise kernevel";;"29140";"ROSPORDEN"
6760;"Le Galion";"place de l'eglise";;"29810";"LAMPAUL-PLOUARZEL"
6761;"Le Demi Lune Cafe";"5 place des 4 pompes";;"29800";"LANDERNEAU"
6762;"L'arquebuse";"12 rue de l eglise";;"29400";"LANDIVISIAU"
6763;"Le Moulin Du Lay";"lieu dit: moulin du lay";;"29510";"LANDREVARZEC"
6764;"Bar Des Sports";"place tanguy prigent";;"29620";"LANMEUR"
6765;"Tabac";"1 rue correlou";;"29870";"LANNILIS"
6766;"Tabac";"28 grande rue";;"29160";"LANVEOC"
6767;"Tabac";"place de la mairie";;"29180";"LOCRONAN"
6768;"Tabac";"8 rue sébastien guiziou";;"29750";"LOCTUDY"
6769;"L'esty";"16 rue de quimperle";;"29310";"LOCUNOLE"
6770;"Tabac";"kervez";;"29590";"LOPEREC"
6771;"Glanvez Bar";"1 rue saint leonard";;"29470";"LOPERHET"
6772;"Le Virage";"bourg";;"29530";"LOQUEFFRET"
6773;"Ty Bodel";"2 route de bannalec";;"29300";"MELLAC"
6774;"Tabac";"1 place de la mairie";;"29140";"MELGVEN"
6775;"Tabac";"2 rue du guilly";;"29350";"MOELAN-SUR-MER"
6776;"Le Norway";"11 place emile souvestre";;"29600";"MORLAIX"
6777;"Tabac";"1 rue de la mairie";;"29920";"NEVEZ"
6778;"Tabac";"86 rue francois merrien";;"29760";"PENMARCH"
6779;"Le Havane";"11 place du general de gaulle";;"29860";"PLABENNEC"
6780;"Le Mercure";"28 place charles de gaulle";;"29190";"PLEYBEN"
6781;"Tabac";"12 rue des fontaines";;"29410";"PLEYBER-CHRIST"
6782;"Le Korrigan";"2 rue de kerharo";;"29710";"PLOGASTEL-SAINT-GERMAIN"
6783;"L'escale";"23 rue pierre brossolette";"Route De La Pointe Du Raz";"29770";"PLOGOFF"
6784;"Le Penalty";"5 rue du menez hom";;"29550";"PLOMODIERN"
6785;"Le Tol Barz";"6 rue jean jaures";;"29720";"PLONEOUR-LANVERN"
6786;"Le Triskell";"24 rue des anciens combattants";;"29530";"PLONEVEZ-DU-FAOU"
6787;"Tabac";"2 place de l eglise";;"29550";"PLONEVEZ-PORZAY"
6788;"Cafe De La Place";"26 place du general leclerc";;"29630";"PLOUGASNOU"
6789;"Le Cariver";"1 rue de la mairie";;"29470";"PLOUGASTEL-DAOULAS"
6790;"Le Rallye";"13 place de l eglise";;"29880";"PLOUGUERNEAU"
6791;"Ty Bar";"2 route de lanrivoare";;"29830";"PLOUGUIN"
6792;"Le Turfist";"2 rue de la liberation";;"29610";"PLOUIGNEAU"
6793;"Tabac";"11 place de la mairie";;"29410";"PLOUNEOUR-MENEZ"
6794;"Tabac";"3 rue de l eglise";;"29420";"PLOUVORN"
6795;"Le Safari";"2 route de st pol de léon";;"29440";"PLOUZEVEDE"
6796;"Tabac";"26 place de l hotel de ville";;"29930";"PONT-AVEN"
6797;"La Galiotte";"4 place de la republique";;"29790";"PONT-CROIX"
6798;"Tabac";"1 rue de plozevet";;"29710";"POULDREUZIC"
6799;"L'hermine";"3 place de l eglise";;"29310";"QUERRIEN"
6800;"Le Prat Maria";"74 rue de benodet";;"29000";"QUIMPER"
6801;"Tabac";"2 rue gauguin";;"29300";"QUIMPERLE"
6802;"Le Kerhorre";"5 rue danton";;"29480";"RELECQ-KERHUON"
6803;"Tabac";"2 rue du stade";;"29300";"REDENE"
6804;"Tabac";"11 rue f cadoret";;"29340";"RIEC-SUR-BELON"
6805;"Tabac";"8 rue amiral reveillere";;"29680";"ROSCOFF"
6806;"L'alkekenge";"2 place de l eglise";;"29170";"SAINT-EVARZEC"
6807;"L'irish Coffee";"23 rue saint mathieu";;"29290";"SAINT-RENAN"
6808;"Bar Des Sports ";"10 place de la mairie";;"29410";"SAINT-THEGONNEC"
6809;"L'arlequin";"4 rue de quimperle";;"29380";"SAINT-THURIEN"
6810;"La Tabatiere";"22 rue jean jaures";;"29140";"SAINT-YVY"
6811;"Tabac";"46 rue laennec";;"29390";"SCAER"
6812;"Cafe Du Centre";"1 rue de l argoat";;"29450";"SIZUN"
6813;"Cafe Du Port";"2 rue du dossen - penze";;"29670";"TAULE"
6814;"Le Magellan";"13 place du 3 septembre 1944";;"29560";"TELGRUC-SUR-MER"
6815;"Tabac";"12 rue de pont aven";;"29910";"TREGUNC"
6816;"Tabac";"15 rue de bannalec";;"29380";"TREVOUX"
6817;"Le Cafe De La Place";"48 place de l eglise";;"29170";"FOUESNANT"
6818;"Les Dunes";"16 avenue manu brusq";;"29770";"AUDIERNE"
6819;"Le Dundee";"119 avenue du cabellou";;"29900";"CONCARNEAU"
6820;"Hotel Restaurant Du Bois";"sainte anne du portzic";;"29280";"PLOUZANE"
6821;"L'estran";"94 route de la pointe de mousterlin";;"29170";"FOUESNANT"
6822;"Le Montaigne";"59 boulevard montaigne";;"29200";"BREST"
6823;"Tabac";"place du marche kerandon";;"29900";"CONCARNEAU"
6824;"La Hune";"port la foret";;"29940";"FORET-FOUESNANT"
6825;"Ty Jean Bart";"10 rue de keraval";;"29250";"SIBIRIL"
6826;"Le Tamarinier";"le pont biais";;"29140";"ROSPORDEN"
6827;"Tabac";"11 rue de loctudy";;"29200";"BREST"
6828;"Le Tempo";"rue du duc d aumale";;"29200";"BREST"
6829;"Tabac";"18bis ave des sports";;"29980";"ILE-TUDY"
6830;"Enez-eog";"2 rue du port";;"29430";"PLOUESCAT"
6831;"Tabac";"197 rue pierre sémard";;"29760";"PENMARCH"
6832;"Tabac";"2 route du loch";;"29000";"QUIMPER"
6833;"Le Savanah";"84 route de pont aven";;"29300";"QUIMPERLE"
6834;"Espace Presse Tabac";"10 place napoleon trois";;"29200";"BREST"
6835;"Tabac";"51 bd camille reaud";;"29100";"DOUARNENEZ"
6836;"Bahamas Cafe";"avenue de provence ";;"29200";"BREST"
6837;"Tabac";"ccial du braden";;"29000";"QUIMPER"
6838;"Tabac";"aeroport brest guipavas";;"29490";"GUIPAVAS"
6839;"--";"place angela duvalcastel";"Nevez Tabac";"29280";"PLOUZANE"
6840;"Tabac";"15 rue de l eglise";;"29950";"BENODET"
6841;"Caval'presse";"12 place jack london";"La Cavale Blanche Tabac";"29200";"BREST"
6842;"Halles-dis";"8 rue de quimper";;"29520";"SAINT-THOIS"
6843;"Tabac";"centre cial de kergreis";;"29800";"LANDERNEAU"
6844;"Le Havane";"centre commercial";"Du Rouillen-tabac-";"29500";"ERGUE-GABERIC"
6845;"Le Relais Saint Sauveur";"17 route de sizun";;"29400";"SAINT-SAUVEUR"
6846;"Tabac";"le bourg";;"29790";"MAHALON"
6847;"Le Naji";"7 rue jean marie le gall";;"29270";"PLOUNEVEZEL"
6848;"Ty Lomic - Nono";"5 rue saint-guenolé";"Ile De Sein";"29990";"ILE-DE-SEIN"
6849;"Tabac";"14 place saint louis";;"30220";"AIGUES-MORTES"
6850;"Tabac";"1 rue sadi carnot";;"30220";"AIGUES-MORTES"
6851;"Tabac-souvenirs ";"18 grand rue jean jaures";;"30220";"AIGUES-MORTES"
6852;"Tabac";"11 t avenue de la liberte";;"30220";"AIGUES-MORTES"
6853;"Tabac";"46 place du temple";;"30670";"AIGUES-VIVES"
6854;"Tabac";"zac saint roman";;"30470";"AIMARGUES"
6855;"Tabac";"2 place du chateau";;"30470";"AIMARGUES"
6856;"Tabac";"14 place des martyrs";;"30100";"ALES"
6857;"Cafe Tabac Les Tamaris";"20 rue francis de pressense";;"30100";"ALES"
6858;"Tabac";"11 rue jean castagno";;"30100";"ALES"
6859;"Tabac";"8 place de la mairie";;"30100";"ALES"
6860;"Tabac";"10 rue de la meuniere";;"30100";"ALES"
6861;"Tabac";"gare";;"30100";"ALES"
6862;"Tabac";"1 avenue marcel cachin";;"30100";"ALES"
6863;"Tabac";"24 avenue carnot";;"30100";"ALES"
6864;"Tabac";"27 rue saint vincent";;"30100";"ALES"
6865;"Tabac";"17 faubourg de rochebelle";;"30100";"ALES"
6866;"Tabac";"13 rue d alsace";;"30100";"ALES"
6867;"Tabac";"16 rue du cdant audibert";;"30100";"ALES"
6868;"Tabac";"10 rue edgard quinet";;"30100";"ALES"
6869;"Tabac";"1 haute place st jean";;"30100";"ALES"
6870;"Tabac";"9 quai du grabieux";;"30100";"ALES"
6871;"Tabac";"40 rue d' avejan";;"30100";"ALES"
6872;"Tabac";"13 bis bd gambetta";;"30100";"ALES"
6873;"Tabac - 2,rue Sully Prud'homme";"cité des pres st jean-";;"30100";"ALES"
6874;"Tabac";"route de st martin de valgalgues";;"30100";"ALES"
6875;"Bar Tabac Le Saint Clair";"788 montee de silhol";;"30100";"ALES"
6876;"Tabac";"45 avenue de stalingrad";;"30100";"ALES"
6877;"Tabac";"30 bd du portalet";;"30500";"SAINT-AMBROIX"
6878;"Tabac";"11 bd du portalet";;"30500";"SAINT-AMBROIX"
6879;"Tabac";"6 bd du portalet";;"30500";"SAINT-AMBROIX"
6880;"Tabac";"38 bd du portalet";;"30500";"SAINT-AMBROIX"
6881;"Tabac";"plan de brie";;"30140";"ANDUZE"
6882;"Tabac";"2 faubourg du pont";;"30140";"ANDUZE"
6883;"Tabac";"1 rue peyrollerie";;"30140";"ANDUZE"
6884;"Tabac";"plan de brie";;"30140";"ANDUZE"
6885;"Tabac";"6 avenue de verdun";;"30133";"ANGLES"
6886;"Tabac";"2 cours victor hugo";;"30390";"ARAMON"
6887;"Tabac";"bd gambetta";;"30390";"ARAMON"
6888;"Tabac";"22 rue emile leonard";;"30250";"AUBAIS"
6889;"Tabac";"place du temple";;"30620";"AUBORD"
6890;"Tabac";"74 rue de la republique";;"30200";"BAGNOLS-SUR-CEZE"
6891;"Tabac";"2 bd theodore lacombe";;"30200";"BAGNOLS-SUR-CEZE"
6892;"Tabac";"8 rue paul langevin";;"30200";"BAGNOLS-SUR-CEZE"
6893;"Tabac";"7 avenue jean perrin";;"30200";"BAGNOLS-SUR-CEZE"
6894;"Tabac";"1 rue republique";;"30200";"BAGNOLS-SUR-CEZE"
6895;"Tabac";"place joseph comte";;"30430";"BARJAC"
6896;"Tabac";"4 rue nationale";;"30300";"BEAUCAIRE"
6897;"Tabac";"1 rue de la republique";;"30300";"BEAUCAIRE"
6898;"Tabac";"18 rue de l hotel de ville";;"30300";"BEAUCAIRE"
6899;"Tabac";"36 et 37 quai general de gaulle";;"30300";"BEAUCAIRE"
6900;"Tabac";"6 rue de nimes";;"30300";"BEAUCAIRE"
6901;"Tabac";"centre commercial ""la moulinelle""";;"30300";"BEAUCAIRE"
6902;"Tabac";"8 place du temple";;"30640";"BEAUVOISIN"
6903;"Tabac";"3 rue de saint gilles";;"30127";"BELLEGARDE"
6904;"Tabac";"14 rue de la republique";;"30127";"BELLEGARDE"
6905;"Tabac";"10 place du temple";;"30620";"BERNIS"
6906;"Tabac";"56 rue de la republique";;"30160";"BESSEGES"
6907;"Tabac";"3 rue gambetta";;"30160";"BESSEGES"
6908;"Tabac";"18 rue chambonnet";;"30160";"BESSEGES"
6909;"Tabac ""le Progrès""";"141 rue de l' hôtel de ville - blauzac";;"30700";"BLAUZAC"
6910;"Tabac";"69 n 86";;"30210";"SAINT-BONNET-DU-GARD"
6911;"Tabac";"grand rue";;"30190";"BOUCOIRAN-ET-NOZIERES"
6912;"Tabac";"12 grand rue";;"30230";"BOUILLARGUES"
6913;"Tabac";"place de la mairie";;"30230";"RODILHAN"
6914;"Tabac";"place de la liberte";;"30190";"BRIGNON"
6915;"Tabac ""l'embuscade""";"chemin des treilles";;"30580";"BRUGUIERE"
6916;"Tabac";"15 rue pasteur";;"30210";"CABRIERES"
6917;"Tabac";"8 place ledru rollin";;"30740";"CAILAR"
6918;"--";"rue marie durand";"Zac Du Petit Verger";"30190";"CALMETTE"
6919;"Tabac Presse Du Pont";"4 place marquis de baroncelli";;"30420";"CALVISSON"
6920;"Tabac";"20 rue du temple";;"30350";"CARDET"
6921;"Tabac";"place du 8 mai 1945";;"30210";"CASTILLON-DU-GARD"
6922;"Tabac";"7 place du chateau";;"30820";"CAVEIRAC"
6923;"Tabac Presse De L'abbaye";"2 rue vincent faita";;"30480";"CENDRAS"
6924;"Tabac";"place de la mairie";;"30530";"CHAMBORIGAUD"
6925;"Tabac";"102 avenue champ de foire ";;"30190";"SAINT-CHAPTES"
6926;"Tabac";"77 avenue general de gaulle ";;"30380";"SAINT-CHRISTOL-LES-ALES"
6927;"Tabac";"2bis grand rue";;"30870";"CLARENSAC"
6928;"Tabac";"104 rue de la mairie";;"30920";"CODOGNAN"
6929;"Tabac";"place le planet";;"30200";"CODOLET"
6930;"Tabac";"2 place de la breche";;"30210";"COLLIAS"
6931;"Tabac";"place de la mairie";;"30460";"COLOGNAC"
6932;"Tabac";"3 route des mas";;"30250";"COMBAS"
6933;"Tabac";"la placette";;"30870";"SAINT-COME-ET-MARUEJOLS"
6934;"Tabac";"18 place carnot";;"30300";"COMPS"
6935;"Tabac";"2 avenue de la fontaine";;"30111";"CONGENIES"
6936;"Tabac";"189 avenue de la republique";;"30330";"CONNAUX"
6937;"Tabac";"place gleiso l espicarie";;"30330";"SAINT-PAUL-LES-FONTS"
6938;"Tabac";"place du champ de foire";;"30360";"CRUVIERS-LASCOURS"
6939;"Bar Tabac ""lou Mistrau""";"11 place de l'ecluse";;"30390";"DOMAZAN"
6940;"Tabac";"place de la croix";;"30170";"DURFORT-ET-SAINT-MARTIN-DE"
6941;"Tabac";"route nationale";;"30960";"SAINT-FLORENT-SUR-AUZONNET"
6942;"Tabac";"7 avenue antonin";;"30730";"FONS"
6943;"Tabac";"rue du temple";;"30580";"FONS-SUR-LUSSAN"
6944;"Tabac";"57 rue de la republique";;"30300";"FOURQUES"
6945;"Snc La Gagnieroise";"place du monument";;"30160";"GAGNIERES"
6946;"Tabac";"97 passage du poids public";;"30660";"GALLARGUES-LE-MONTUEUX"
6947;"Tabac";"14 gr";;"30800";"GARONS"
6948;"Tabac";"6 rue des marchands";;"30510";"GENERAC"
6949;"Tabac";"route de mialet";;"30140";"GENERARGUES"
6950;"Tabac";"5 place du 11 novembre";;"30150";"SAINT-GENIES-DE-COMOLAS"
6951;"Tabac";"25 bis les boulevards";;"30190";"SAINT-GENIES-DE-MALGOIRES"
6952;"Tabac";"avenue de la liberation";;"30450";"GENOLHAC"
6953;"Tabac";"7 place du marche";;"30320";"SAINT-GERVASY"
6954;"Tabac";"20 rue gambetta";;"30800";"SAINT-GILLES"
6955;"Tabac";"2 place de la chicanette";;"30800";"SAINT-GILLES"
6956;"Tabac";"4 place gambetta";;"30800";"SAINT-GILLES"
6957;"Tabac";"4 grand rue";;"30800";"SAINT-GILLES"
6958;"Tabac";"2 route de frigoulet......";;"30630";"GOUDARGUES"
6959;"Tabac";"15 bd talabot";;"30110";"GRAND-COMBE"
6960;"--";"2 rue de la trouche";"La Levade-tabac-";"30110";"GRAND-COMBE"
6961;"Tabac";"33 rue de la clede";;"30110";"GRAND-COMBE"
6962;"Tabac";"14 rue anatole france";;"30110";"GRAND-COMBE"
6963;"Tabac";"11 rue pasteur";;"30110";"GRAND-COMBE"
6964;"Tabac - Le Grau Du Roi";"46 - quai du général de gaulle";;"30240";"GRAU-DU-ROI"
6965;"Tabac";"33 quai colbert";;"30240";"GRAU-DU-ROI"
6966;"Tabac";"544 la jasse de bernard";;"30560";"SAINT-HILAIRE-DE-BRETHMAS"
6967;"Tabac";"1 rue du peirou";;"30170";"SAINT-HIPPOLYTE-DU-FORT"
6968;"Tabac";"10 cours gambetta";;"30170";"SAINT-HIPPOLYTE-DU-FORT"
6969;"Tabac";"place de la mairie";;"30270";"SAINT-JEAN-DU-GARD"
6970;"Tabac";"72 grand rue";;"30270";"SAINT-JEAN-DU-GARD"
6971;"Tabac";"24 route nationale";;"30430";"SAINT-JEAN-DE-MARUEJOLS-ET"
6972;"Tabac";"93 avenue jean rampon";;"30140";"SAINT-JEAN-DU-PIN"
6973;"Tabac";"5 rue de l eglise";;"30300";"JONQUIERES-SAINT-VINCENT"
6974;"Tabac";"2 place saint vincent";;"30300";"JONQUIERES-SAINT-VINCENT"
6975;"Tabac";"574 avenue des rosiers";;"30340";"SAINT-JULIEN-LES-ROSIERS"
6976;"Tabac";"1 place de l horloge";;"30250";"JUNAS"
6977;"Tabac";"613 bis route des pinedes";;"30980";"LANGLADE"
6978;"Tabac";"hotel bel air";;"30750";"LANUEJOLS"
6979;"Tabac";"96 rue de la place";;"30460";"LASALLE"
6980;"Tabac";"172 rue de la republique ";;"30290";"LAUDUN-L'ARDOISE"
6981;"Tabac";"30 route de bagnols";;"30290";"LAUDUN-L'ARDOISE"
6982;"Tabac";"3 rue du cantonnat";;"30220";"SAINT-LAURENT-D'AIGOUZE"
6983;"Tabac";"1 chemin de ronde";;"30126";"SAINT-LAURENT-DES-ARBRES"
6984;"Tabac";"place du monument aux morts";;"30330";"SAINT-LAURENT-LA-VERNEDE"
6985;"Bar Tabac La Terrasse";"le pradel";;"30110";"LAVAL-PRADEL"
6986;"Tabac";"place de l'hôtel de ville";;"30210";"LEDENON"
6987;"Tabac";"26 grand rue";;"30350";"LEDIGNAN"
6988;"Tabac";"place du chateau";;"30350";"LEZAN"
6989;"Tabac";"imp du charron";;"30126";"LIRAC"
6990;"Tabac";"le village";;"30960";"MAGES"
6991;"Tabac";"1 rue du planas";;"30730";"SAINT-MAMERT-DU-GARD"
6992;"Tabac";"6 b place de la mairie";;"30129";"MANDUEL"
6993;"Tabac";"route d'uzes";;"30330";"SAINT-MARCEL-DE-CAREIRET"
6994;"Tabac";"43 avenue de provence";;"30320";"MARGUERITTES"
6995;"Tabac";"17 avenue du 8 mai 1945.....";;"30520";"SAINT-MARTIN-DE-VALGALGUES"
6996;"--";"76 qrt les plots cafe de la";"Poste Tabac";"30960";"MARTINET"
6997;"--";"2385 route d'uzes";"Mejeannes Les Ales Tabac";"30340";"SALINDRES"
6998;"Tabac";"4 place de la mairie";;"30840";"MEYNES"
6999;"Tabac";"quartier de clet";;"30410";"MEYRANNES"
7000;"Centre Henri Bonnaud-tabac-";"rue basse";;"30540";"MILHAUD"
7001;"Tabac";"hameau de cavaillac";;"30120";"MOLIERES-CAVAILLAC"
7002;"Tabac";"1 place du marche";;"30410";"MOLIERES-SUR-CEZE"
7003;"Tabac";"45 rue principale";;"30700";"MONTAREN-ET-SAINT-MEDIERS"
7004;"Tabac";"5 place du 8 mai 1945";;"30150";"MONTFAUCON"
7005;"Tabac";"2 place de la republique";;"30490";"MONTFRIN"
7006;"Tabac";"3 rue du monument aux morts";;"30730";"MONTPEZAT"
7007;"Tabac";"place du pigeonnier -café de la poste -";;"30350";"MOULEZAN"
7008;"Tabac";"place de l' ancienne mairie";;"30190";"MOUSSAC"
7009;"Tabac";"7 avenue du grand chemin";;"30114";"NAGES-ET-SOLORGUES"
7010;"Tabac";"n 86";;"30200";"SAINT-NAZAIRE"
7011;"Tabacs Nimes Saint Cesaire";"18 avenue de la gare";;"30000";"NIMES"
7012;"Tabac";"11 place de l eglise";;"30000";"NIMES"
7013;"Tabac";"32 place jean robert";;"30000";"NIMES"
7014;"Tabac";"46 bd victor hugo ";;"30000";"NIMES"
7015;"Tabac";"27 rue republique";;"30000";"NIMES"
7016;"Tabac";"64 rue vincent faita";;"30000";"NIMES"
7017;"Tabac";"8 rue general perrier";;"30000";"NIMES"
7018;"Tabac Presse La Royale";"2 impasse des alisiers";;"30000";"NIMES"
7019;"Tabac Le Flint";"135 bis route d' avignon";;"30000";"NIMES"
7020;"Tabac";"23 bd amiral courbet";;"30000";"NIMES"
7021;"Tabac";"80 bd gambetta";;"30000";"NIMES"
7022;"Tabac";"1 place de la placette";;"30000";"NIMES"
7023;"Tabac";"37 rue vincent faita";;"30000";"NIMES"
7024;"Tabac";"14 rue de la tresorerie";;"30000";"NIMES"
7025;"Tabac";"42 bd jean jaures";;"30000";"NIMES"
7026;"Tabac";"2 bd victor hugo";;"30000";"NIMES"
7027;"Tabac";"5 bis square de la bouquerie";;"30000";"NIMES"
7028;"Tabac";"13 route de sauve";;"30000";"NIMES"
7029;"Tabac";"1 rue de la posterle";;"30000";"NIMES"
7030;"Tabac";"69 rue pierre semard";;"30000";"NIMES"
7031;"Tabac";"18 avenue feucheres";;"30000";"NIMES"
7032;"Tabac";"18 rue pierre semard";;"30000";"NIMES"
7033;"Tabac Notre Dame";"49 rue notre dame";;"30000";"NIMES"
7034;"Tabac";"23 avenue feucheres";;"30000";"NIMES"
7035;"Tabac";"66 rue sainte perpetue";;"30000";"NIMES"
7036;"Tabac";"16 rue rangueil";;"30000";"NIMES"
7037;"Tabac";"15 bd jean jaures";;"30000";"NIMES"
7038;"Tabac";"11 rue francois premier";;"30000";"NIMES"
7039;"Tabac";"9 bd amiral courbet";;"30000";"NIMES"
7040;"Tabac";"40 bd gambetta";;"30000";"NIMES"
7041;"Tabac";"38 bd victor hugo";;"30000";"NIMES"
7042;"Tabac";"37 rue republique";;"30000";"NIMES"
7043;"Tabac";"138 avenue du marechal juin";;"30000";"NIMES"
7044;"Tabac";"29ter rue du cirque romain";;"30000";"NIMES"
7045;"Tabac";"36 avenue du general leclerc";;"30000";"NIMES"
7046;"Tabac";"2 rue de la callade - 30200 - orsan";;"30200";"ORSAN"
7047;"Tabac";"promenade du pont";;"30130";"SAINT-PAULET-DE-CAISSON"
7048;"Tabac";"les terrasses";;"30122";"PLANTIERS"
7049;"Tabac";"7 bd gambetta";;"30130";"PONT-SAINT-ESPRIT"
7050;"Tabac";"13 rue des trois journees";;"30130";"PONT-SAINT-ESPRIT"
7051;"Tabac";"3 rue de la liberte";;"30130";"PONT-SAINT-ESPRIT"
7052;"Tabac";"ple de la republique";;"30130";"PONT-SAINT-ESPRIT"
7053;"Tabac";"grand rue";;"30530";"PORTES"
7054;"--";"541 c rue des chenes";"Zac De La Place Du Marche";"30320";"POULX"
7055;"Tabac - Ancienne Route De Lyon -";"16 rd 6086";;"30210";"POUZILHAC"
7056;"Tabac";"2 rue de la republique";;"30340";"SAINT-PRIVAT-DES-VIEUX"
7057;"--";"1 rue des marronniers";"Quartier De Mazac Tabac";"30340";"SAINT-PRIVAT-DES-VIEUX"
7058;"Tabac";"59 route de bagnols";;"30340";"SAINT-PRIVAT-DES-VIEUX"
7059;"Tabac";"11 rue alphonse daudet";;"30131";"PUJAUT"
7060;"Tabac";"grand rue";;"30700";"SAINT-QUENTIN-LA-POTERIE"
7061;"Tabac";"2 ple charles mourrier";;"30260";"QUISSAC"
7062;"Tabac";"2 rue fresque";;"30129";"REDESSAN"
7063;"Tabac";"16 avenue geoffroy perret";;"30210";"REMOULINS"
7064;"Tabac";"9 avenue des glycines.";;"30720";"RIBAUTE-LES-TAVERNES"
7065;"Tabac";"le buis";;"30160";"ROBIAC-ROCHESSADOULE"
7066;"Tabac";"quartier le barri - route d'avignon";;"30650";"ROCHEFORT-DU-GARD"
7067;"Tabac La Royale";"24 rue de la liberte et 24 bd national";;"30150";"ROQUEMAURE"
7068;"Tabac Le Pacific";"route de nimes";;"30150";"ROQUEMAURE"
7069;"Tabac";"saut du loup";;"30340";"ROUSSON"
7070;"Tabac";"76 rue henri merle";;"30340";"SALINDRES"
7071;"Tabac";"59 rue henri merle";;"30340";"SALINDRES"
7072;"Tabac";"rue du 11 novembre 1918";;"30110";"SALLES-DU-GARDON"
7073;"Tabac";"6 rue des combes";;"30610";"SAUVE"
7074;"Tabac";"avenue de provence";;"30150";"SAUVETERRE"
7075;"Tabac";"8 bis rue de provence";;"30650";"SAZE"
7076;"Tabac";"9 place jean jaures";;"30250";"SOMMIERES"
7077;"Tabac";"17 quai gaussorgues";;"30250";"SOMMIERES"
7078;"Tabac";"13 rue des tilleuls";;"30440";"SUMENE"
7079;"Tabac";"1 rue frederic mistral";;"30126";"TAVEL"
7080;"Tabac";"rue de la forge";;"30330";"TRESQUES"
7081;"Tabac";"9 rue jean moulin";;"30620";"UCHAUD"
7082;"Tabac";"7 bd gambetta";;"30700";"UZES"
7083;"Tabac";"31 bis bd gambetta";;"30700";"UZES"
7084;"Tabac";"2 bd victor hugo et 10 place belle croix";;"30700";"UZES"
7085;"Tabac";"10 place albert 1er";;"30700";"UZES"
7086;"Tabac";"21 bd gambetta";;"30700";"UZES"
7087;"Tabac";"1 rue de l hotel de ville";;"30300";"VALLABREGUES"
7088;"Tabac";"12bis rue du luxembourg";;"30570";"VALLERAUGUE"
